Spectrometer
Copyright © Kvant 2011. All rights reserved.

Date: Tuesday, May 19, 2026 5:23:59 PM
Source image name: .bmp
Source image [pixels]: 1280 x 1024
Source image processed height [pixels]: 20
Source image processed [position pixel range]: 567 - 587

Spectrum range [nm]: 360.4 - 931.3

Chart Points:

Wave Length [nm]	Intensity [a.u.]
521.3	1.9
521.8	1.1
522.2	0.8
522.7	0.2
523.1	0.5
523.6	0.9
524.1	1.2
524.5	1.0
525.0	0.8
525.5	1.2
525.9	1.2
526.4	2.3
526.9	3.0
527.3	5.2
527.8	5.4
528.3	8.1
528.7	9.7
529.2	13.6
529.7	14.2
530.1	18.2
530.6	22.0
531.0	34.9
531.5	40.9
532.0	50.9
532.4	52.7
532.9	54.5
533.4	54.5
533.8	55.3
534.3	58.3
534.8	68.8
535.2	75.6
535.7	92.2
536.2	100.3
536.6	122.3
537.1	132.8
537.5	158.8
538.0	169.8
538.5	208.2
538.9	232.4
539.4	255.0
539.9	255.0
540.3	255.0
540.8	254.6
541.3	255.0
541.7	255.0
542.2	255.0
542.6	255.0
543.1	255.0
543.6	255.0
544.0	255.0
544.5	254.7
545.0	255.0
545.4	255.0
545.9	255.0
546.4	246.5
546.8	255.0
547.3	255.0
547.7	252.3
548.2	245.4
548.7	219.2
549.1	208.2
549.6	183.6
550.1	175.0
550.5	151.7
551.0	144.0
551.5	128.2
551.9	122.2
552.4	106.4
552.8	100.0
553.3	85.1
553.8	78.9
554.2	65.7
554.7	62.7
555.2	51.5
555.6	47.4
556.1	42.6
556.5	41.5
557.0	37.5
557.5	35.2
557.9	30.0
558.4	27.7
558.9	23.0
559.3	20.6
559.8	18.5
560.2	16.8
560.7	15.3
561.2	13.7
561.6	10.7
562.1	10.6
562.6	8.1
563.0	8.1
563.5	6.8
563.9	5.5
564.4	2.3
564.9	1.3
565.3	0.6
565.8	0.5
566.3	0.4
566.7	0.4
567.2	1.3
567.6	1.1
568.1	0.3
568.6	0.3
569.0	0.0
569.5	0.1
569.9	0.0
570.4	0.0
570.9	0.0
571.3	0.0
571.8	0.0
572.3	0.0
572.7	0.0
573.2	0.2
573.6	0.0
574.1	1.3
574.6	17.0
575.0	30.4
575.5	47.7
575.9	56.3
576.4	65.2
576.9	65.6
577.3	63.5
577.8	66.1
578.3	66.3
578.7	69.6
579.2	69.2
579.6	70.2
580.1	72.8
580.6	72.6
581.0	85.1
581.5	86.9
581.9	97.7
582.4	100.7
582.9	104.4
583.3	104.6
583.8	112.5
584.2	111.7
584.7	120.2
585.2	118.9
585.6	140.0
586.1	146.4
586.5	158.1
587.0	163.4
587.5	149.5
587.9	137.4
588.4	114.9
588.9	94.8
589.3	101.9
589.8	97.4
590.2	111.0
590.7	111.9
591.2	136.1
591.6	150.3
592.1	156.7
592.5	158.6
593.0	158.1
593.5	167.1
593.9	131.6
594.4	120.1
594.8	99.4
595.3	98.5
595.8	93.6
596.2	92.4
596.7	96.1
597.1	97.3
597.6	109.5
598.1	112.5
598.5	125.0
599.0	127.2
599.4	127.1
599.9	126.5
600.4	108.9
600.8	105.0
601.3	90.0
601.7	87.8
602.2	81.5
602.7	80.2
603.1	80.2
603.6	80.6
604.0	84.4
604.5	85.3
604.9	92.0
605.4	93.4
605.9	102.1
606.3	103.3
606.8	135.3
607.2	140.0
607.7	187.7
608.2	194.3
608.6	255.0
609.1	255.0
609.5	255.0
610.0	255.0
610.5	255.0
610.9	255.0
611.4	255.0
611.8	252.9
612.3	255.0
612.8	253.2
613.2	255.0
613.7	255.0
614.1	255.0
614.6	255.0
615.0	254.7
615.5	249.4
616.0	203.3
616.4	194.4
616.9	156.7
617.3	149.5
617.8	132.0
618.3	130.9
618.7	122.5
619.2	120.3
619.6	119.6
620.1	120.2
620.5	120.5
621.0	120.1
621.5	122.6
621.9	123.0
622.4	126.8
622.8	128.0
623.3	131.9
623.8	132.8
624.2	133.0
624.7	132.7
625.1	130.1
625.6	129.8
626.0	129.7
626.5	129.9
627.0	129.4
627.4	129.0
627.9	127.6
628.3	127.2
628.8	133.0
629.2	134.9
629.7	147.7
630.2	150.0
630.6	155.7
631.1	158.1
631.5	143.7
632.0	138.4
632.4	101.0
632.9	91.7
633.4	63.4
633.8	59.7
634.3	45.8
634.7	44.0
635.2	40.6
635.6	40.2
636.1	36.3
636.6	35.4
637.0	31.4
637.5	30.9
637.9	26.9
638.4	26.5
638.8	23.8
639.3	23.7
639.8	21.5
640.2	20.1
640.7	16.9
641.1	17.0
641.6	21.7
642.0	21.9
642.5	19.2
643.0	18.2
643.4	16.0
643.9	16.9
644.3	19.9
644.8	19.7
645.2	24.3
645.7	24.1
646.2	26.4
646.6	25.7
647.1	27.7
647.5	27.9
648.0	31.4
648.4	31.7
648.9	42.3
649.4	44.1
649.8	54.4
650.3	56.3
650.7	60.3
651.2	60.1
651.6	54.2
652.1	53.0
652.5	46.7
653.0	45.6
653.5	41.4
653.9	40.1
654.4	32.6
654.8	31.0
655.3	26.6
655.7	24.2
656.2	15.8
656.6	17.1
657.1	23.0
657.6	23.4
658.0	23.9
658.5	21.8
658.9	7.4
659.4	6.2
659.8	9.7
660.3	8.6
660.7	11.7
661.2	12.7
661.7	27.4
662.1	28.0
662.6	32.8
663.0	33.4
663.5	29.9
663.9	28.4
664.4	19.5
664.8	15.6
665.3	4.4
665.8	4.2
666.2	4.6
666.7	3.4
667.1	1.4
667.6	0.5
668.0	0.2
668.5	0.0
668.9	0.2
669.4	0.3
669.8	0.0
670.3	0.0
670.8	0.0
671.2	0.0
671.7	0.0
672.1	0.0
672.6	0.0
673.0	0.0
673.5	0.0
673.9	0.0
674.4	0.0
674.8	0.0
675.3	0.0
675.8	0.0
676.2	0.0
676.7	0.0
677.1	0.0
677.6	0.0
678.0	0.0
678.5	0.0
678.9	0.0
679.4	0.0
679.8	0.0
680.3	0.0
680.8	0.0
681.2	0.0
681.7	0.0
682.1	0.0
682.6	0.0
683.0	0.0
683.5	0.0
683.9	0.0
684.4	0.0
684.8	0.0
685.3	0.0
685.7	0.1
686.2	6.9
686.7	7.4
687.1	15.5
687.6	19.1
688.0	27.8
688.5	27.5
688.9	16.3
689.4	13.8
689.8	2.8
690.3	0.6
690.7	0.0
691.2	0.0
691.6	0.0
692.1	0.0
692.5	0.5
693.0	0.1
693.5	6.0
693.9	6.6
694.4	13.6
694.8	13.3
695.3	19.2
695.7	20.8
696.2	31.3
696.6	32.6
697.1	32.9
697.5	32.5
698.0	18.1
698.4	13.3
698.9	0.3
699.3	0.0
699.8	0.0
700.2	0.0
700.7	0.0
701.2	0.0
701.6	0.0
702.1	0.0
702.5	0.0
703.0	0.0
703.4	0.6
703.9	0.5
704.3	6.2
704.8	8.9
705.2	31.9
705.7	34.5
706.1	51.4
706.6	53.9
707.0	64.7
707.5	67.3
707.9	69.3
708.4	68.0
708.8	62.7
709.3	61.7
709.7	55.2
710.2	53.9
710.6	45.3
711.1	43.8
711.6	41.2
712.0	41.2
712.5	42.2
712.9	42.2
713.4	36.5
713.8	34.5
714.3	19.4
714.7	15.1
715.2	0.0
715.6	0.0
716.1	0.0
716.5	0.0
717.0	0.0
717.4	0.0
717.9	0.0
718.3	0.0
718.8	0.0
719.2	0.0
719.7	0.0
720.1	0.0
720.6	0.0
721.0	0.0
721.5	0.0
721.9	0.0
722.4	0.0
722.8	0.0
723.3	0.0
723.7	0.0
724.2	0.0
724.6	0.0
725.1	0.0
725.5	0.0
726.0	0.0
726.4	0.0
726.9	0.0
727.3	0.0
727.8	0.0
728.2	0.0
728.7	0.0
729.1	0.0
729.6	0.0
730.0	0.0
730.5	0.0
731.0	0.0
731.4	0.0
731.9	0.0
732.3	0.0
732.8	0.0
733.2	0.0
733.7	0.0
734.1	0.0
734.6	0.0
735.0	0.0
735.5	0.0
735.9	0.0
736.4	0.0
736.8	1.0
737.3	0.9
737.7	0.3
738.2	0.6
738.6	5.7
739.1	5.9
739.5	3.1
740.0	1.6
740.4	0.0
740.9	0.0
741.3	0.0
741.8	0.0
742.2	0.0
742.7	0.0
743.1	0.0
743.6	0.0
744.0	0.0
744.4	0.0
744.9	0.0
745.3	0.0
745.8	0.0
746.2	0.0
746.7	0.0
747.1	0.0
747.6	0.0
748.0	0.0
748.5	0.0
748.9	0.0
749.4	1.2
749.8	2.1
750.3	25.2
750.7	28.5
751.2	40.9
751.6	42.0
752.1	41.0
752.5	38.9
753.0	19.5
753.4	12.9
753.9	0.0
754.3	0.0
754.8	0.0
755.2	0.0
755.7	0.0
756.1	0.0
756.6	0.0
757.0	0.0
757.5	0.0
757.9	0.0
758.4	0.0
758.8	0.0
759.3	0.0
759.7	0.0
760.2	0.0
760.6	0.0
761.1	0.0
761.5	0.0
762.0	19.7
762.4	24.0
762.9	55.8
763.3	75.9
763.7	84.1
764.2	86.5
764.6	83.3
765.1	74.1
765.5	49.3
766.0	34.1
766.4	2.6
766.9	0.9
767.3	0.0
767.8	0.0
768.2	0.0
768.7	0.0
769.1	0.0
769.6	0.0
770.0	0.0
770.5	0.0
770.9	0.3
771.4	0.3
771.8	7.0
772.3	10.6
772.7	23.0
773.2	23.7
773.6	20.3
774.0	15.6
774.5	0.5
774.9	0.0
775.4	0.0
775.8	0.0
776.3	0.0
776.7	0.0
777.2	0.0
777.6	0.0
778.1	0.0
778.5	0.0
779.0	0.0
779.4	0.0
779.9	0.0
780.3	0.0
780.8	0.0
781.2	0.0
781.6	0.0
782.1	0.0
782.5	0.0
783.0	0.0
783.4	0.0
783.9	0.0
784.3	0.0
784.8	0.0
785.2	0.0
785.7	0.0
786.1	0.0
786.6	0.0
787.0	0.0
787.5	0.0
787.9	0.0
788.3	0.0
788.8	0.0
789.2	0.0
789.7	0.0
790.1	0.0
790.6	0.0
791.0	0.0
791.5	0.0
791.9	0.0
792.4	0.0
792.8	0.0
793.3	0.0
793.7	0.0
794.1	0.7
794.6	1.7
795.0	16.7
795.5	18.2
795.9	14.4
796.4	7.7
796.8	0.1
797.3	0.1
797.7	0.0
798.2	0.0
798.6	0.0
799.1	0.0
799.5	3.7
799.9	6.0
800.4	21.7
800.8	27.6
801.3	41.6
801.7	43.0
802.2	38.8
802.6	32.3
803.1	25.1
803.5	18.2
804.0	1.1
804.4	0.7
804.8	0.0
805.3	0.0
805.7	0.0
806.2	0.0
806.6	0.0
807.1	0.0
807.5	0.0
808.0	0.0
808.4	13.7
808.8	19.4
809.3	41.6
809.7	53.3
810.2	76.0
810.6	96.8
811.1	117.5
811.5	121.6
812.0	130.1
812.4	127.9
812.8	109.6
813.3	82.8
813.7	37.8
814.2	33.5
814.6	23.0
815.1	14.8
815.5	0.6
816.0	0.4
816.4	0.0
816.8	0.0
817.3	0.0
817.7	0.0
818.2	0.0
818.6	0.0
819.1	0.0
819.5	0.0
820.0	0.0
820.4	0.0
820.8	0.0
821.3	0.0
821.7	0.0
822.2	0.0
822.6	0.0
823.1	0.0
823.5	0.0
824.0	0.0
824.4	0.0
824.8	0.0
825.3	0.0
825.7	0.2
826.2	8.8
826.6	8.4
827.1	11.9
827.5	10.6
827.9	2.8
828.4	1.9
828.8	0.0
829.3	0.0
829.7	0.0
830.2	0.0
830.6	0.0
831.1	0.0
831.5	0.0
831.9	0.0
832.4	0.0
832.8	0.0
833.3	0.0
833.7	0.0
834.2	0.0
834.6	0.0
835.0	0.0
835.5	0.0
835.9	0.0
836.4	0.0
836.8	0.0
837.3	0.0
837.7	0.0
838.1	0.0
838.6	0.0
839.0	0.0
839.5	0.1
839.9	0.1
840.4	16.6
840.8	23.7
841.2	38.8
841.7	45.1
842.1	47.0
842.6	49.0
843.0	50.3
843.5	43.6
843.9	35.3
844.3	26.6
844.8	10.2
845.2	8.4
845.7	0.0
846.1	0.0
846.5	0.8
847.0	0.6
847.4	0.0
847.9	0.0
848.3	0.0
848.8	0.0
849.2	0.0
849.6	0.0
850.1	0.0
850.5	0.0
851.0	0.0
851.4	0.0
851.9	0.0
852.3	0.0
852.7	0.0
853.2	0.0
853.6	0.0
854.1	0.0
854.5	0.0
854.9	0.0
855.4	0.0
855.8	0.0
856.3	0.0
856.7	0.0
857.1	0.0
857.6	0.0
858.0	0.0
858.5	0.0
858.9	0.0
859.4	0.0
859.8	0.0
860.2	0.0
860.7	0.0
861.1	0.0
861.6	0.0
862.0	0.0
862.4	0.0
862.9	0.0
863.3	0.0
863.8	0.0
864.2	0.0
864.6	0.0
865.1	0.0
865.5	0.0
866.0	0.0
866.4	0.0
866.9	0.0
867.3	0.0
867.7	0.0
868.2	0.0
868.6	0.0
869.1	0.0
869.5	0.0
869.9	0.0
870.4	0.0
870.8	0.0
871.3	0.0
871.7	0.0
872.1	0.0
872.6	0.0
873.0	0.0
873.5	0.0
873.9	0.0
874.3	0.0
874.8	0.0
875.2	0.0
875.7	0.0
876.1	0.0
876.5	0.0
877.0	0.0
877.4	0.0
877.9	0.0
878.3	0.0
878.7	0.0
879.2	0.0
879.6	0.0
880.1	0.0
880.5	0.0
880.9	0.0
881.4	0.0
881.8	0.0
882.3	0.0
882.7	0.0
883.1	0.0
883.6	0.0
884.0	0.0
884.5	0.0
884.9	0.0
885.3	0.0
885.8	0.0
886.2	0.0
886.7	0.0
887.1	0.0
887.5	0.0
888.0	0.0
888.4	0.0
888.8	0.0
889.3	0.0
889.7	0.0
890.2	0.0
890.6	0.0
891.0	0.0
891.5	0.0
891.9	0.0
892.4	0.0
892.8	0.0
893.2	0.0
893.7	0.0
894.1	0.0
894.6	0.0
895.0	0.0
895.4	0.0
895.9	0.0
896.3	0.0
896.7	0.0
897.2	0.0
897.6	0.0
898.1	0.0
898.5	0.0
898.9	0.0
899.4	0.0
899.8	0.0
900.3	0.0
900.7	0.0
901.1	0.0
901.6	0.0
902.0	0.0
902.4	0.0
902.9	0.0
903.3	0.0
903.8	0.0
904.2	0.0
904.6	0.0
905.1	0.0
905.5	0.0
905.9	0.0
906.4	0.0
906.8	0.0
907.3	0.0
907.7	0.0
908.1	0.0
908.6	0.0
909.0	0.0
909.5	0.0
909.9	0.0
910.3	0.0
910.8	0.0
911.2	0.0
911.6	0.0
912.1	0.0
912.5	0.0
913.0	0.0
913.4	0.0
913.8	0.0
914.3	0.0
914.7	0.0
915.1	0.0
915.6	0.0
916.0	0.0
916.4	0.0
916.9	0.0
917.3	0.0
917.8	0.0
918.2	0.0
918.6	0.0
919.1	0.0
919.5	0.0
919.9	0.0
920.4	0.0
920.8	0.0
921.3	0.0
921.7	0.0
922.1	0.0
922.6	0.0
923.0	0.0
923.4	0.0
923.9	0.0
924.3	0.0
924.7	0.0
925.2	0.0
925.6	0.0
926.1	0.0
926.5	0.0
926.9	0.0
927.4	0.0
927.8	0.0
928.2	0.0
928.7	0.0
929.1	0.0
929.5	0.0
930.0	0.0
930.4	0.0
930.9	0.0
931.3	0.0
===END===
