Spectrometer
Copyright © Kvant 2011. All rights reserved.

Date: Tuesday, May 19, 2026 5:23:34 PM
Source image name: .bmp
Source image [pixels]: 1280 x 1024
Source image processed height [pixels]: 20
Source image processed [position pixel range]: 567 - 587

Spectrum range [nm]: 360.4 - 931.3

Chart Points:

Wave Length [nm]	Intensity [a.u.]
521.3	90.5
521.8	89.8
522.2	90.1
522.7	90.5
523.1	90.4
523.6	89.6
524.1	89.8
524.5	89.8
525.0	89.5
525.5	89.3
525.9	90.1
526.4	91.3
526.9	91.6
527.3	92.9
527.8	93.4
528.3	93.7
528.7	93.5
529.2	92.4
529.7	92.9
530.1	93.7
530.6	93.8
531.0	94.2
531.5	94.8
532.0	95.6
532.4	96.7
532.9	97.9
533.4	98.1
533.8	98.2
534.3	98.4
534.8	98.8
535.2	99.5
535.7	101.2
536.2	101.4
536.6	102.4
537.1	102.4
537.5	102.5
538.0	102.7
538.5	104.0
538.9	104.3
539.4	105.1
539.9	104.6
540.3	103.1
540.8	102.9
541.3	102.4
541.7	102.7
542.2	102.7
542.6	103.0
543.1	103.9
543.6	103.4
544.0	102.5
544.5	102.1
545.0	101.4
545.4	101.7
545.9	102.2
546.4	101.9
546.8	101.1
547.3	100.5
547.7	99.3
548.2	99.5
548.7	99.7
549.1	99.7
549.6	98.6
550.1	98.1
550.5	96.9
551.0	96.6
551.5	96.5
551.9	96.3
552.4	95.0
552.8	95.0
553.3	94.5
553.8	94.1
554.2	93.5
554.7	93.3
555.2	93.2
555.6	93.0
556.1	93.1
556.5	92.9
557.0	92.0
557.5	91.3
557.9	90.7
558.4	90.7
558.9	89.9
559.3	89.4
559.8	88.8
560.2	88.5
560.7	87.4
561.2	87.5
561.6	87.0
562.1	86.6
562.6	86.0
563.0	85.7
563.5	86.8
563.9	87.2
564.4	86.8
564.9	87.2
565.3	86.7
565.8	86.7
566.3	86.9
566.7	86.6
567.2	85.1
567.6	85.4
568.1	85.6
568.6	85.3
569.0	85.0
569.5	85.6
569.9	85.7
570.4	84.2
570.9	84.0
571.3	85.0
571.8	82.9
572.3	84.0
572.7	82.9
573.2	83.6
573.6	79.9
574.1	80.1
574.6	79.2
575.0	81.4
575.5	76.6
575.9	78.1
576.4	74.5
576.9	75.1
577.3	68.7
577.8	68.1
578.3	64.2
578.7	65.1
579.2	63.7
579.6	62.4
580.1	61.5
580.6	62.8
581.0	69.7
581.5	68.4
581.9	76.0
582.4	76.5
582.9	82.0
583.3	81.8
583.8	85.2
584.2	85.4
584.7	89.6
585.2	88.7
585.6	96.2
586.1	94.5
586.5	97.5
587.0	96.6
587.5	101.0
587.9	100.1
588.4	103.1
588.9	102.4
589.3	105.7
589.8	104.2
590.2	105.7
590.7	103.5
591.2	106.5
591.6	105.4
592.1	107.6
592.5	107.2
593.0	108.6
593.5	108.4
593.9	110.3
594.4	110.2
594.8	110.1
595.3	110.1
595.8	109.4
596.2	109.9
596.7	114.4
597.1	115.1
597.6	114.2
598.1	113.2
598.5	114.2
599.0	115.1
599.4	116.2
599.9	115.7
600.4	116.2
600.8	116.2
601.3	116.9
601.7	117.3
602.2	118.7
602.7	119.0
603.1	119.7
603.6	119.5
604.0	120.6
604.5	121.1
604.9	121.3
605.4	120.6
605.9	119.5
606.3	119.6
606.8	120.0
607.2	120.2
607.7	120.2
608.2	120.2
608.6	119.2
609.1	119.4
609.5	118.9
610.0	118.8
610.5	119.8
610.9	120.0
611.4	118.4
611.8	118.1
612.3	116.9
612.8	117.1
613.2	116.5
613.7	116.0
614.1	114.8
614.6	114.9
615.0	113.8
615.5	113.5
616.0	110.6
616.4	110.5
616.9	110.9
617.3	110.5
617.8	110.7
618.3	111.2
618.7	112.4
619.2	112.6
619.6	112.3
620.1	112.0
620.5	112.2
621.0	112.4
621.5	111.9
621.9	111.1
622.4	111.5
622.8	111.8
623.3	111.6
623.8	111.5
624.2	108.3
624.7	108.0
625.1	106.5
625.6	106.5
626.0	106.8
626.5	107.1
627.0	106.0
627.4	105.7
627.9	105.5
628.3	105.5
628.8	103.3
629.2	103.0
629.7	102.8
630.2	102.5
630.6	101.9
631.1	102.1
631.5	102.5
632.0	102.6
632.4	102.5
632.9	102.2
633.4	101.8
633.8	102.1
634.3	102.5
634.7	103.1
635.2	104.2
635.6	104.6
636.1	104.6
636.6	104.1
637.0	103.5
637.5	103.9
637.9	104.0
638.4	103.8
638.8	103.7
639.3	103.6
639.8	103.7
640.2	103.8
640.7	104.7
641.1	104.8
641.6	105.8
642.0	106.5
642.5	106.2
643.0	105.9
643.4	105.5
643.9	105.5
644.3	106.9
644.8	107.2
645.2	107.0
645.7	107.2
646.2	106.4
646.6	106.0
647.1	106.5
647.5	106.9
648.0	109.4
648.4	110.0
648.9	107.4
649.4	106.6
649.8	105.8
650.3	106.2
650.7	105.9
651.2	105.6
651.6	104.3
652.1	104.2
652.5	104.1
653.0	104.1
653.5	104.0
653.9	104.0
654.4	102.0
654.8	101.6
655.3	100.7
655.7	100.3
656.2	101.4
656.6	102.1
657.1	100.9
657.6	100.7
658.0	100.0
658.5	99.7
658.9	97.1
659.4	96.8
659.8	96.3
660.3	96.1
660.7	96.0
661.2	95.6
661.7	95.9
662.1	96.4
662.6	95.8
663.0	94.9
663.5	93.8
663.9	93.8
664.4	93.7
664.8	92.7
665.3	91.6
665.8	91.1
666.2	92.2
666.7	92.9
667.1	92.5
667.6	92.4
668.0	92.4
668.5	92.3
668.9	89.6
669.4	88.9
669.8	89.4
670.3	89.8
670.8	89.9
671.2	90.0
671.7	89.4
672.1	89.4
672.6	89.6
673.0	89.8
673.5	89.6
673.9	88.4
674.4	88.3
674.8	89.1
675.3	89.1
675.8	88.5
676.2	88.7
676.7	89.0
677.1	88.9
677.6	88.4
678.0	89.9
678.5	90.1
678.9	90.0
679.4	89.4
679.8	88.5
680.3	88.1
680.8	88.0
681.2	87.4
681.7	88.4
682.1	88.5
682.6	87.6
683.0	87.6
683.5	86.5
683.9	86.3
684.4	86.6
684.8	87.0
685.3	85.7
685.7	85.0
686.2	86.0
686.7	85.8
687.1	86.4
687.6	86.6
688.0	85.1
688.5	85.3
688.9	85.8
689.4	85.7
689.8	85.8
690.3	85.5
690.7	85.5
691.2	85.7
691.6	85.0
692.1	84.0
692.5	84.3
693.0	84.1
693.5	84.9
693.9	85.2
694.4	84.3
694.8	83.8
695.3	84.6
695.7	84.1
696.2	83.6
696.6	84.2
697.1	84.2
697.5	83.4
698.0	83.7
698.4	83.9
698.9	84.6
699.3	84.2
699.8	83.3
700.2	82.7
700.7	83.8
701.2	84.3
701.6	82.9
702.1	82.9
702.5	80.6
703.0	78.9
703.4	80.1
703.9	80.5
704.3	80.0
704.8	78.7
705.2	76.5
705.7	76.1
706.1	74.8
706.6	74.7
707.0	73.5
707.5	72.8
707.9	71.9
708.4	71.6
708.8	71.9
709.3	71.0
709.7	70.0
710.2	69.7
710.6	67.9
711.1	67.4
711.6	68.0
712.0	68.1
712.5	66.0
712.9	65.5
713.4	65.4
713.8	64.8
714.3	63.6
714.7	62.8
715.2	62.6
715.6	61.6
716.1	60.5
716.5	60.6
717.0	60.8
717.4	61.0
717.9	60.1
718.3	59.7
718.8	58.8
719.2	57.8
719.7	57.5
720.1	57.7
720.6	58.3
721.0	58.0
721.5	56.7
721.9	56.2
722.4	55.6
722.8	55.4
723.3	55.4
723.7	55.5
724.2	54.8
724.6	54.5
725.1	51.3
725.5	50.8
726.0	51.2
726.4	51.5
726.9	51.7
727.3	51.7
727.8	51.3
728.2	51.2
728.7	49.8
729.1	49.4
729.6	49.3
730.0	49.0
730.5	49.6
731.0	49.5
731.4	49.5
731.9	49.3
732.3	48.4
732.8	48.0
733.2	47.5
733.7	47.1
734.1	46.4
734.6	46.9
735.0	47.5
735.5	47.6
735.9	45.3
736.4	44.7
736.8	44.5
737.3	44.3
737.7	43.8
738.2	42.7
738.6	43.3
739.1	43.6
739.5	44.1
740.0	44.4
740.4	44.7
740.9	44.2
741.3	45.1
741.8	45.4
742.2	45.5
742.7	45.4
743.1	45.3
743.6	45.3
744.0	46.7
744.4	47.0
744.9	47.7
745.3	46.8
745.8	46.8
746.2	47.0
746.7	46.0
747.1	46.3
747.6	48.4
748.0	48.6
748.5	50.1
748.9	50.4
749.4	50.6
749.8	50.9
750.3	50.3
750.7	51.4
751.2	49.8
751.6	49.6
752.1	48.7
752.5	47.3
753.0	49.2
753.4	48.2
753.9	49.5
754.3	51.2
754.8	50.2
755.2	50.9
755.7	51.5
756.1	51.3
756.6	51.1
757.0	50.5
757.5	51.3
757.9	50.7
758.4	50.3
758.8	50.7
759.3	50.6
759.7	50.0
760.2	50.7
760.6	49.4
761.1	50.2
761.5	50.0
762.0	48.6
762.4	48.3
762.9	49.0
763.3	49.8
763.7	47.8
764.2	48.0
764.6	45.9
765.1	43.4
765.5	44.9
766.0	43.9
766.4	45.5
766.9	44.2
767.3	45.8
767.8	45.6
768.2	45.5
768.7	44.9
769.1	44.2
769.6	43.9
770.0	44.3
770.5	44.7
770.9	43.6
771.4	44.1
771.8	40.6
772.3	39.2
772.7	39.6
773.2	38.6
773.6	40.7
774.0	41.1
774.5	40.0
774.9	40.1
775.4	37.0
775.8	35.5
776.3	41.3
776.7	42.1
777.2	39.8
777.6	40.2
778.1	35.1
778.5	33.5
779.0	35.3
779.4	36.4
779.9	36.4
780.3	36.0
780.8	36.4
781.2	37.0
781.6	35.7
782.1	32.6
782.5	37.0
783.0	39.2
783.4	35.2
783.9	34.6
784.3	32.5
784.8	32.2
785.2	32.9
785.7	33.4
786.1	34.0
786.6	31.3
787.0	33.5
787.5	35.6
787.9	30.6
788.3	29.2
788.8	30.8
789.2	30.0
789.7	30.5
790.1	30.8
790.6	31.1
791.0	30.9
791.5	29.7
791.9	27.7
792.4	28.2
792.8	30.0
793.3	28.8
793.7	26.4
794.1	28.2
794.6	28.6
795.0	26.3
795.5	25.6
795.9	26.8
796.4	27.4
796.8	31.9
797.3	30.5
797.7	28.7
798.2	28.7
798.6	26.9
799.1	28.4
799.5	32.4
799.9	30.7
800.4	30.6
800.8	29.7
801.3	34.4
801.7	34.6
802.2	35.8
802.6	35.2
803.1	36.9
803.5	35.5
804.0	31.1
804.4	32.0
804.8	33.8
805.3	34.0
805.7	35.9
806.2	36.0
806.6	36.0
807.1	35.7
807.5	37.2
808.0	37.3
808.4	38.2
808.8	38.3
809.3	37.9
809.7	36.6
810.2	34.8
810.6	36.4
811.1	39.0
811.5	38.8
812.0	38.3
812.4	37.1
812.8	42.4
813.3	42.6
813.7	40.5
814.2	41.6
814.6	39.7
815.1	38.6
815.5	41.4
816.0	42.1
816.4	39.0
816.8	37.9
817.3	35.5
817.7	35.2
818.2	38.1
818.6	38.2
819.1	34.2
819.5	33.9
820.0	33.8
820.4	34.6
820.8	34.3
821.3	33.1
821.7	34.8
822.2	32.9
822.6	31.7
823.1	32.9
823.5	36.5
824.0	34.8
824.4	32.0
824.8	31.5
825.3	30.8
825.7	30.9
826.2	39.0
826.6	37.5
827.1	30.6
827.5	31.0
827.9	30.3
828.4	31.2
828.8	30.9
829.3	30.2
829.7	34.3
830.2	34.3
830.6	32.0
831.1	31.6
831.5	30.0
831.9	27.8
832.4	27.3
832.8	27.0
833.3	27.7
833.7	28.0
834.2	29.7
834.6	29.5
835.0	27.3
835.5	26.1
835.9	24.7
836.4	24.9
836.8	28.5
837.3	26.9
837.7	26.2
838.1	26.4
838.6	26.7
839.0	26.5
839.5	23.2
839.9	23.0
840.4	21.6
840.8	22.7
841.2	26.1
841.7	23.7
842.1	21.2
842.6	21.2
843.0	19.9
843.5	19.9
843.9	17.3
844.3	17.9
844.8	21.3
845.2	20.2
845.7	12.1
846.1	12.0
846.5	9.7
847.0	9.1
847.4	9.1
847.9	9.5
848.3	14.7
848.8	13.4
849.2	6.7
849.6	6.8
850.1	7.3
850.5	6.4
851.0	3.4
851.4	3.7
851.9	3.9
852.3	3.6
852.7	1.9
853.2	1.6
853.6	3.2
854.1	2.9
854.5	0.6
854.9	0.3
855.4	0.0
855.8	0.0
856.3	0.8
856.7	0.5
857.1	1.0
857.6	0.9
858.0	0.0
858.5	0.0
858.9	0.0
859.4	0.0
859.8	0.0
860.2	0.0
860.7	0.0
861.1	0.0
861.6	0.0
862.0	0.0
862.4	0.0
862.9	0.0
863.3	1.1
863.8	0.9
864.2	0.0
864.6	0.0
865.1	0.0
865.5	0.0
866.0	0.0
866.4	0.0
866.9	0.0
867.3	0.0
867.7	0.0
868.2	0.0
868.6	0.0
869.1	0.0
869.5	0.0
869.9	0.0
870.4	0.0
870.8	0.0
871.3	0.0
871.7	0.0
872.1	0.0
872.6	0.0
873.0	0.0
873.5	0.0
873.9	0.0
874.3	0.0
874.8	0.0
875.2	0.0
875.7	0.0
876.1	0.0
876.5	0.0
877.0	0.0
877.4	0.0
877.9	0.0
878.3	0.0
878.7	0.0
879.2	0.0
879.6	0.0
880.1	0.0
880.5	0.0
880.9	0.0
881.4	0.0
881.8	0.0
882.3	0.0
882.7	0.0
883.1	0.0
883.6	0.0
884.0	0.0
884.5	0.0
884.9	0.0
885.3	0.0
885.8	0.0
886.2	0.0
886.7	0.0
887.1	0.0
887.5	0.0
888.0	0.0
888.4	0.0
888.8	0.0
889.3	0.0
889.7	0.0
890.2	0.0
890.6	0.0
891.0	0.0
891.5	0.0
891.9	0.0
892.4	0.0
892.8	0.0
893.2	0.0
893.7	0.0
894.1	0.0
894.6	0.0
895.0	0.0
895.4	0.0
895.9	0.0
896.3	0.0
896.7	0.0
897.2	0.0
897.6	0.0
898.1	0.0
898.5	0.0
898.9	0.0
899.4	0.0
899.8	0.0
900.3	0.0
900.7	0.0
901.1	0.0
901.6	0.0
902.0	0.0
902.4	0.0
902.9	0.0
903.3	0.0
903.8	0.0
904.2	0.0
904.6	0.0
905.1	0.0
905.5	0.0
905.9	0.0
906.4	0.0
906.8	0.0
907.3	0.0
907.7	0.0
908.1	0.0
908.6	0.0
909.0	0.0
909.5	0.0
909.9	0.0
910.3	0.0
910.8	0.0
911.2	0.0
911.6	0.0
912.1	0.0
912.5	0.0
913.0	0.0
913.4	0.0
913.8	0.0
914.3	0.0
914.7	0.0
915.1	0.0
915.6	0.0
916.0	0.0
916.4	0.0
916.9	0.0
917.3	0.0
917.8	0.0
918.2	0.0
918.6	0.0
919.1	0.0
919.5	0.0
919.9	0.0
920.4	0.0
920.8	0.0
921.3	0.0
921.7	0.0
922.1	0.0
922.6	0.0
923.0	0.0
923.4	0.0
923.9	0.0
924.3	0.0
924.7	0.0
925.2	0.0
925.6	0.0
926.1	0.0
926.5	0.0
926.9	0.0
927.4	0.0
927.8	0.0
928.2	0.0
928.7	0.0
929.1	0.0
929.5	0.0
930.0	0.0
930.4	0.0
930.9	0.0
931.3	0.0
===END===
