Spectrometer
Copyright © Kvant 2011. All rights reserved.

Date: Tuesday, May 19, 2026 5:21:12 PM
Source image name: .bmp
Source image [pixels]: 1280 x 1024
Source image processed height [pixels]: 20
Source image processed [position pixel range]: 567 - 587

Spectrum range [nm]: 360.4 - 931.3

Chart Points:

Wave Length [nm]	Intensity [a.u.]
521.3	99.8
521.8	97.9
522.2	95.0
522.7	95.3
523.1	95.9
523.6	96.0
524.1	96.0
524.5	94.4
525.0	95.5
525.5	96.4
525.9	96.7
526.4	99.4
526.9	97.2
527.3	96.9
527.8	98.8
528.3	100.0
528.7	96.1
529.2	97.1
529.7	99.3
530.1	99.9
530.6	101.1
531.0	102.5
531.5	101.9
532.0	101.5
532.4	103.5
532.9	105.6
533.4	101.8
533.8	103.7
534.3	107.5
534.8	109.3
535.2	105.9
535.7	104.6
536.2	108.1
536.6	103.5
537.1	103.0
537.5	105.4
538.0	104.7
538.5	106.7
538.9	106.2
539.4	104.6
539.9	105.3
540.3	107.4
540.8	106.8
541.3	105.7
541.7	105.8
542.2	103.0
542.6	102.8
543.1	103.4
543.6	101.6
544.0	100.9
544.5	101.2
545.0	101.1
545.4	103.7
545.9	102.5
546.4	97.0
546.8	99.4
547.3	100.5
547.7	99.2
548.2	100.2
548.7	98.6
549.1	97.9
549.6	96.3
550.1	95.8
550.5	93.7
551.0	92.2
551.5	92.1
551.9	90.9
552.4	90.3
552.8	91.5
553.3	89.9
553.8	88.6
554.2	87.5
554.7	89.8
555.2	86.0
555.6	82.4
556.1	83.0
556.5	85.5
557.0	82.7
557.5	81.1
557.9	81.2
558.4	81.4
558.9	80.0
559.3	81.5
559.8	79.5
560.2	80.5
560.7	79.6
561.2	81.5
561.6	79.3
562.1	78.4
562.6	78.9
563.0	77.5
563.5	76.4
563.9	78.4
564.4	76.7
564.9	76.3
565.3	77.0
565.8	76.1
566.3	76.9
566.7	76.5
567.2	73.8
567.6	75.8
568.1	75.8
568.6	76.4
569.0	74.5
569.5	73.7
569.9	74.0
570.4	75.4
570.9	73.6
571.3	77.9
571.8	75.1
572.3	74.5
572.7	74.2
573.2	73.2
573.6	70.8
574.1	72.8
574.6	69.5
575.0	67.3
575.5	66.3
575.9	68.2
576.4	63.6
576.9	62.3
577.3	60.7
577.8	64.5
578.3	60.4
578.7	60.7
579.2	61.6
579.6	61.5
580.1	64.5
580.6	63.7
581.0	66.8
581.5	68.2
581.9	76.9
582.4	74.8
582.9	81.4
583.3	87.1
583.8	85.5
584.2	80.8
584.7	86.8
585.2	88.1
585.6	89.6
586.1	89.0
586.5	91.7
587.0	91.5
587.5	98.1
587.9	97.2
588.4	100.2
588.9	100.9
589.3	103.0
589.8	103.5
590.2	103.5
590.7	104.0
591.2	105.1
591.6	102.1
592.1	104.9
592.5	105.4
593.0	105.0
593.5	105.1
593.9	103.7
594.4	103.0
594.8	106.7
595.3	107.1
595.8	108.3
596.2	105.8
596.7	108.4
597.1	110.3
597.6	109.0
598.1	106.8
598.5	110.0
599.0	108.9
599.4	107.5
599.9	105.7
600.4	107.4
600.8	105.6
601.3	111.6
601.7	110.9
602.2	112.5
602.7	113.6
603.1	113.9
603.6	111.3
604.0	112.0
604.5	112.3
604.9	111.8
605.4	112.2
605.9	112.9
606.3	118.5
606.8	112.6
607.2	108.8
607.7	108.2
608.2	108.8
608.6	108.9
609.1	106.9
609.5	110.3
610.0	112.9
610.5	109.7
610.9	109.3
611.4	109.4
611.8	108.1
612.3	108.3
612.8	109.6
613.2	107.4
613.7	109.5
614.1	107.2
614.6	103.1
615.0	105.0
615.5	107.7
616.0	107.6
616.4	106.8
616.9	104.5
617.3	104.0
617.8	103.0
618.3	102.1
618.7	101.9
619.2	103.1
619.6	100.2
620.1	99.5
620.5	97.4
621.0	98.4
621.5	100.0
621.9	100.8
622.4	98.7
622.8	99.0
623.3	97.6
623.8	97.7
624.2	97.6
624.7	98.3
625.1	95.2
625.6	92.6
626.0	94.6
626.5	94.9
627.0	94.3
627.4	95.6
627.9	92.7
628.3	90.8
628.8	91.5
629.2	92.2
629.7	90.8
630.2	90.8
630.6	89.3
631.1	88.9
631.5	85.3
632.0	84.5
632.4	86.4
632.9	87.0
633.4	87.3
633.8	88.5
634.3	87.1
634.7	85.5
635.2	86.9
635.6	87.4
636.1	87.1
636.6	87.5
637.0	83.5
637.5	80.4
637.9	80.8
638.4	81.9
638.8	84.5
639.3	83.7
639.8	82.7
640.2	83.6
640.7	84.2
641.1	84.5
641.6	82.0
642.0	79.5
642.5	80.1
643.0	80.6
643.4	82.2
643.9	82.9
644.3	81.0
644.8	80.3
645.2	79.1
645.7	78.6
646.2	80.4
646.6	80.0
647.1	79.3
647.5	78.7
648.0	80.7
648.4	81.6
648.9	78.2
649.4	77.0
649.8	75.2
650.3	75.4
650.7	75.8
651.2	75.3
651.6	72.8
652.1	72.9
652.5	71.7
653.0	70.6
653.5	69.7
653.9	70.7
654.4	67.6
654.8	66.9
655.3	65.9
655.7	65.5
656.2	64.5
656.6	64.1
657.1	64.6
657.6	66.6
658.0	63.5
658.5	63.2
658.9	61.6
659.4	61.1
659.8	56.4
660.3	54.6
660.7	53.9
661.2	55.2
661.7	54.1
662.1	54.2
662.6	53.2
663.0	52.7
663.5	53.1
663.9	52.8
664.4	50.9
664.8	50.8
665.3	49.8
665.8	48.5
666.2	45.7
666.7	45.1
667.1	47.0
667.6	47.1
668.0	45.9
668.5	46.4
668.9	45.6
669.4	46.0
669.8	45.3
670.3	44.7
670.8	42.6
671.2	42.5
671.7	45.5
672.1	45.6
672.6	44.4
673.0	44.0
673.5	39.5
673.9	38.9
674.4	40.8
674.8	40.8
675.3	42.4
675.8	42.4
676.2	40.1
676.7	39.7
677.1	37.5
677.6	36.2
678.0	32.5
678.5	32.3
678.9	32.8
679.4	32.9
679.8	34.0
680.3	33.5
680.8	30.7
681.2	30.2
681.7	31.3
682.1	31.5
682.6	30.7
683.0	30.4
683.5	28.0
683.9	28.2
684.4	26.5
684.8	25.6
685.3	21.5
685.7	21.1
686.2	22.4
686.7	22.9
687.1	25.6
687.6	23.9
688.0	22.3
688.5	23.0
688.9	22.8
689.4	22.3
689.8	18.8
690.3	19.4
690.7	17.4
691.2	15.7
691.6	15.2
692.1	14.4
692.5	10.5
693.0	10.4
693.5	14.5
693.9	15.4
694.4	17.7
694.8	17.0
695.3	15.5
695.7	14.1
696.2	12.2
696.6	11.5
697.1	8.8
697.5	8.8
698.0	11.6
698.4	10.7
698.9	8.2
699.3	8.0
699.8	6.9
700.2	3.7
700.7	3.1
701.2	3.3
701.6	3.0
702.1	2.9
702.5	4.1
703.0	2.4
703.4	0.0
703.9	0.0
704.3	2.8
704.8	3.1
705.2	1.7
705.7	0.7
706.1	2.2
706.6	2.4
707.0	2.8
707.5	2.7
707.9	3.2
708.4	3.6
708.8	2.8
709.3	2.6
709.7	3.2
710.2	2.1
710.6	0.7
711.1	0.9
711.6	0.4
712.0	0.0
712.5	0.5
712.9	0.1
713.4	0.0
713.8	0.0
714.3	0.0
714.7	0.0
715.2	0.0
715.6	0.0
716.1	0.2
716.5	0.0
717.0	0.0
717.4	0.0
717.9	0.8
718.3	0.6
718.8	0.0
719.2	0.0
719.7	0.0
720.1	0.0
720.6	0.0
721.0	0.0
721.5	0.0
721.9	0.0
722.4	0.0
722.8	0.0
723.3	0.0
723.7	0.0
724.2	0.0
724.6	0.0
725.1	0.0
725.5	0.0
726.0	0.0
726.4	0.0
726.9	0.0
727.3	0.0
727.8	0.2
728.2	0.1
728.7	0.0
729.1	0.0
729.6	0.0
730.0	0.0
730.5	0.0
731.0	0.0
731.4	0.2
731.9	0.1
732.3	0.0
732.8	0.0
733.2	0.0
733.7	0.0
734.1	0.0
734.6	0.0
735.0	0.0
735.5	0.0
735.9	0.0
736.4	0.0
736.8	0.0
737.3	0.0
737.7	0.0
738.2	0.0
738.6	0.2
739.1	0.0
739.5	0.0
740.0	0.0
740.4	0.0
740.9	0.0
741.3	0.0
741.8	0.0
742.2	0.0
742.7	0.0
743.1	0.0
743.6	0.0
744.0	0.0
744.4	0.0
744.9	0.0
745.3	0.0
745.8	0.0
746.2	0.0
746.7	0.0
747.1	0.0
747.6	0.0
748.0	0.0
748.5	0.0
748.9	0.0
749.4	0.0
749.8	0.0
750.3	0.0
750.7	0.0
751.2	0.0
751.6	0.0
752.1	0.0
752.5	0.0
753.0	0.0
753.4	0.0
753.9	0.0
754.3	0.0
754.8	0.0
755.2	0.0
755.7	0.0
756.1	0.0
756.6	0.0
757.0	0.0
757.5	0.0
757.9	0.0
758.4	0.0
758.8	0.0
759.3	0.0
759.7	0.0
760.2	0.0
760.6	0.0
761.1	0.0
761.5	0.0
762.0	0.0
762.4	0.0
762.9	0.0
763.3	0.0
763.7	0.0
764.2	0.0
764.6	0.0
765.1	0.0
765.5	0.0
766.0	0.0
766.4	0.0
766.9	0.0
767.3	0.0
767.8	0.0
768.2	0.0
768.7	0.0
769.1	0.0
769.6	0.0
770.0	0.0
770.5	0.0
770.9	1.0
771.4	0.7
771.8	0.0
772.3	0.0
772.7	0.0
773.2	0.0
773.6	0.0
774.0	0.0
774.5	0.0
774.9	0.0
775.4	0.0
775.8	0.0
776.3	0.0
776.7	0.0
777.2	0.0
777.6	0.0
778.1	0.0
778.5	0.0
779.0	0.0
779.4	0.0
779.9	0.0
780.3	0.0
780.8	0.0
781.2	0.0
781.6	0.0
782.1	0.0
782.5	0.0
783.0	0.0
783.4	0.0
783.9	0.0
784.3	0.0
784.8	0.0
785.2	0.0
785.7	0.0
786.1	0.0
786.6	0.0
787.0	0.0
787.5	0.0
787.9	0.0
788.3	0.0
788.8	0.0
789.2	0.0
789.7	0.0
790.1	0.0
790.6	0.0
791.0	0.0
791.5	0.0
791.9	0.0
792.4	0.0
792.8	0.0
793.3	0.0
793.7	0.0
794.1	0.0
794.6	0.0
795.0	0.0
795.5	0.0
795.9	0.0
796.4	0.0
796.8	0.0
797.3	0.0
797.7	0.0
798.2	0.0
798.6	1.2
799.1	0.9
799.5	0.0
799.9	0.0
800.4	0.0
800.8	0.0
801.3	0.9
801.7	0.6
802.2	0.0
802.6	0.0
803.1	0.0
803.5	0.0
804.0	0.0
804.4	0.0
804.8	0.0
805.3	0.0
805.7	0.0
806.2	0.0
806.6	0.0
807.1	0.0
807.5	0.0
808.0	0.0
808.4	0.0
808.8	0.0
809.3	0.0
809.7	0.0
810.2	0.0
810.6	0.0
811.1	0.0
811.5	0.0
812.0	0.0
812.4	0.0
812.8	0.0
813.3	0.0
813.7	0.0
814.2	0.0
814.6	0.0
815.1	0.0
815.5	0.0
816.0	0.0
816.4	0.0
816.8	0.0
817.3	0.0
817.7	0.0
818.2	0.0
818.6	0.0
819.1	0.0
819.5	0.0
820.0	0.0
820.4	0.0
820.8	0.0
821.3	0.0
821.7	0.0
822.2	0.0
822.6	0.0
823.1	0.0
823.5	0.0
824.0	0.0
824.4	0.0
824.8	0.0
825.3	0.0
825.7	0.0
826.2	0.0
826.6	0.0
827.1	0.0
827.5	0.0
827.9	0.0
828.4	0.0
828.8	0.0
829.3	0.0
829.7	0.0
830.2	0.0
830.6	0.0
831.1	0.0
831.5	0.0
831.9	0.0
832.4	0.0
832.8	0.0
833.3	0.0
833.7	0.0
834.2	0.0
834.6	0.0
835.0	0.0
835.5	0.0
835.9	0.0
836.4	0.0
836.8	0.0
837.3	0.0
837.7	0.0
838.1	0.0
838.6	0.0
839.0	0.0
839.5	0.0
839.9	0.0
840.4	0.0
840.8	0.0
841.2	0.0
841.7	0.0
842.1	0.0
842.6	0.0
843.0	0.0
843.5	0.0
843.9	0.0
844.3	0.0
844.8	0.0
845.2	0.0
845.7	0.0
846.1	0.0
846.5	0.0
847.0	0.0
847.4	0.0
847.9	0.0
848.3	0.0
848.8	0.0
849.2	0.0
849.6	0.0
850.1	0.0
850.5	0.0
851.0	0.0
851.4	0.0
851.9	0.0
852.3	0.0
852.7	0.0
853.2	0.0
853.6	0.0
854.1	0.0
854.5	0.0
854.9	0.0
855.4	0.0
855.8	0.0
856.3	0.0
856.7	0.0
857.1	0.0
857.6	0.0
858.0	0.0
858.5	0.0
858.9	0.0
859.4	0.0
859.8	0.0
860.2	0.0
860.7	0.0
861.1	0.0
861.6	0.0
862.0	0.0
862.4	0.1
862.9	0.1
863.3	0.2
863.8	0.1
864.2	0.0
864.6	0.0
865.1	0.0
865.5	0.0
866.0	0.0
866.4	0.0
866.9	0.0
867.3	0.0
867.7	0.0
868.2	0.0
868.6	0.0
869.1	0.0
869.5	0.0
869.9	0.0
870.4	0.0
870.8	0.0
871.3	0.0
871.7	0.0
872.1	0.0
872.6	0.0
873.0	0.0
873.5	0.0
873.9	0.0
874.3	0.0
874.8	0.0
875.2	0.0
875.7	0.0
876.1	0.0
876.5	0.0
877.0	0.0
877.4	0.0
877.9	0.0
878.3	0.0
878.7	0.0
879.2	0.0
879.6	0.0
880.1	0.0
880.5	0.0
880.9	0.0
881.4	0.0
881.8	0.0
882.3	0.0
882.7	0.0
883.1	0.0
883.6	0.0
884.0	0.0
884.5	0.0
884.9	0.0
885.3	0.0
885.8	0.0
886.2	0.0
886.7	0.0
887.1	0.0
887.5	0.0
888.0	0.0
888.4	0.0
888.8	0.0
889.3	0.0
889.7	0.0
890.2	0.0
890.6	0.0
891.0	0.0
891.5	0.0
891.9	0.0
892.4	0.0
892.8	0.0
893.2	0.0
893.7	0.0
894.1	0.0
894.6	0.0
895.0	1.1
895.4	0.8
895.9	0.6
896.3	0.4
896.7	0.0
897.2	0.0
897.6	0.0
898.1	0.0
898.5	0.0
898.9	0.0
899.4	0.0
899.8	0.0
900.3	0.0
900.7	0.0
901.1	0.0
901.6	0.0
902.0	0.0
902.4	0.0
902.9	0.0
903.3	0.0
903.8	0.0
904.2	0.0
904.6	0.0
905.1	0.0
905.5	0.0
905.9	0.0
906.4	0.0
906.8	0.0
907.3	0.0
907.7	0.0
908.1	0.1
908.6	0.0
909.0	0.0
909.5	0.0
909.9	0.0
910.3	0.0
910.8	0.0
911.2	0.0
911.6	0.0
912.1	0.0
912.5	0.0
913.0	0.0
913.4	0.0
913.8	0.0
914.3	0.0
914.7	0.0
915.1	0.0
915.6	0.0
916.0	0.0
916.4	0.0
916.9	0.0
917.3	0.0
917.8	0.0
918.2	0.0
918.6	0.0
919.1	0.0
919.5	0.0
919.9	0.0
920.4	0.0
920.8	0.0
921.3	0.0
921.7	0.0
922.1	0.0
922.6	0.0
923.0	0.0
923.4	0.0
923.9	0.0
924.3	0.0
924.7	0.0
925.2	0.0
925.6	0.0
926.1	0.0
926.5	0.0
926.9	0.0
927.4	0.0
927.8	0.0
928.2	0.0
928.7	0.0
929.1	0.0
929.5	0.0
930.0	0.0
930.4	0.0
930.9	0.0
931.3	0.0
===END===
